650,test,limousine,1997,automatik,102,3er,150000,8,benzin,bmw,None,13357,1
300,test,cabrio,1992,manuell,105,escort,150000,0,None,ford,ja,88515,17
900,test,None,1995,manuell,90,civic,150000,3,benzin,honda,None,35789,3
350,test,kleinwagen,1998,None,0,corsa,150000,2,benzin,opel,None,82110,0
None,test,None,2017,manuell,0,golf,5000,12,benzin,volkswagen,None,21698,13
None,test,kleinwagen,1999,None,0,None,5000,0,benzin,volkswagen,None,37520,18
400,control,limousine,2000,manuell,144,omega,150000,10,None,opel,ja,45968,13
8000,control,None,2009,manuell,0,golf,100000,10,benzin,volkswagen,nein,94139,17
300,control,kleinwagen,2000,manuell,54,corsa,150000,0,benzin,opel,None,59379,11
3390,test,None,2000,None,0,3er,150000,2,None,bmw,None,45739,8
1450,control,limousine,1992,manuell,136,None,150000,0,None,audi,nein,38709,9
4300,test,limousine,2005,manuell,90,golf,150000,11,diesel,volkswagen,None,28779,2
2499,test,limousine,2003,manuell,110,civic,150000,12,benzin,honda,None,42853,0
350,test,limousine,1996,manuell,122,c_klasse,150000,9,benzin,mercedes_benz,None,49685,4
1500,test,kombi,1996,manuell,126,a4,150000,0,None,audi,nein,24873,3
150,control,None,1985,None,0,100,150000,4,benzin,audi,None,87616,32
300,control,None,2005,manuell,0,punto,40000,9,None,fiat,ja,26215,10
6799,control,kleinwagen,2009,None,60,None,20000,5,benzin,volkswagen,nein,89077,0
None,test,bus,2004,manuell,101,meriva,150000,10,lpg,opel,ja,27432,1
None,test,None,2006,None,0,andere,5000,0,None,fiat,None,44867,15
14500,control,None,2017,manuell,136,sportage,125000,5,diesel,kia,nein,49696,27
7500,test,suv,2007,automatik,194,sorento,5000,11,benzin,kia,None,34314,13
1499,test,kleinwagen,2002,manuell,140,a_klasse,150000,10,None,mercedes_benz,nein,16727,2
500,control,kleinwagen,1999,manuell,0,None,150000,0,benzin,renault,nein,26969,13
1495,control,kombi,2001,None,64,None,150000,9,diesel,volkswagen,None,99086,7
300,test,kleinwagen,1994,manuell,0,andere,150000,7,benzin,mitsubishi,None,26340,0
1200,control,None,2018,manuell,75,astra,150000,0,None,opel,nein,15344,2
950,control,limousine,1995,manuell,115,5er,150000,0,benzin,bmw,None,27751,6
300,control,bus,1997,manuell,0,andere,150000,7,benzin,opel,None,24147,6
2999,test,kombi,2001,manuell,0,3er,150000,7,benzin,bmw,None,45891,26
3000,control,None,2016,automatik,75,fabia,150000,0,benzin,skoda,None,24782,10
14000,test,limousine,2008,None,235,None,150000,0,None,bmw,nein,95131,55
1200,test,coupe,1990,manuell,45,None,150000,0,benzin,volkswagen,None,83317,11
2800,control,None,2018,manuell,75,twingo,125000,12,None,renault,nein,86199,14
3200,control,kombi,2006,None,0,a3,150000,11,diesel,audi,nein,41748,0
1350,test,kleinwagen,2002,manuell,60,ka,150000,8,benzin,ford,None,24103,3
1999,test,None,2016,manuell,110,almera,150000,9,diesel,nissan,None,10997,2
2250,control,kleinwagen,2001,None,41,fortwo,150000,10,diesel,smart,nein,78224,17
1000,test,kombi,1999,manuell,165,a6,150000,0,None,audi,None,50181,21
2100,test,None,2017,manuell,0,zafira,150000,12,diesel,opel,None,24782,0
850,control,None,1985,manuell,54,caddy,150000,0,diesel,volkswagen,None,34471,9
4650,test,kombi,2005,automatik,150,c_klasse,150000,8,diesel,mercedes_benz,None,12109,4
900,test,None,2017,manuell,60,corsa,150000,0,benzin,opel,nein,33602,0
800,control,kombi,2002,manuell,115,mondeo,150000,12,diesel,ford,None,34253,2
1600,test,kombi,2000,manuell,90,cordoba,150000,11,None,seat,nein,67346,6
None,test,kombi,2001,manuell,115,mondeo,150000,0,None,ford,None,57627,10
1000,control,suv,1982,manuell,41,andere,150000,11,benzin,suzuki,None,56337,1
3750,control,None,2005,None,75,golf,150000,0,None,volkswagen,None,22115,6
130,test,kombi,1998,None,0,e_klasse,150000,0,None,mercedes_benz,None,22047,10
10200,control,coupe,2008,manuell,0,andere,90000,6,benzin,nissan,None,71131,31
1200,control,limousine,1997,manuell,101,golf,150000,1,benzin,volkswagen,None,10777,2
8000,test,limousine,2006,manuell,177,impreza,150000,0,None,subaru,nein,66540,26
300,control,kleinwagen,1993,manuell,90,golf,150000,8,benzin,volkswagen,None,27412,10
3650,test,cabrio,2004,manuell,113,megane,150000,9,benzin,renault,None,21739,3
450,control,None,2016,manuell,0,None,150000,3,benzin,mitsubishi,nein,59302,2
1450,control,limousine,1999,manuell,0,c_klasse,5000,8,None,mercedes_benz,nein,39120,1
None,control,limousine,2015,automatik,326,a6,5000,7,diesel,audi,nein,45525,3
None,test,limousine,1990,manuell,90,80,70000,6,benzin,audi,nein,55122,15
1500,control,coupe,1994,manuell,116,None,150000,8,None,audi,nein,32791,8
2400,test,cabrio,2001,None,115,golf,150000,8,benzin,volkswagen,nein,47533,2
4600,test,None,2017,manuell,109,i_reihe,125000,0,benzin,hyundai,nein,93495,6
590,control,limousine,1996,manuell,0,corsa,150000,0,None,opel,None,32052,8
150,test,None,2016,automatik,75,fiesta,50000,1,benzin,ford,ja,32457,6
9500,test,limousine,2012,manuell,69,polo,50000,11,benzin,volkswagen,None,91722,14
1250,control,None,2017,None,0,espace,150000,8,benzin,renault,None,63073,2
300,control,kleinwagen,1998,manuell,58,twingo,125000,11,None,renault,None,42579,0
2390,test,None,2016,None,83,jazz,150000,12,benzin,honda,nein,78713,3
1450,control,None,2017,None,0,a_klasse,150000,8,benzin,mercedes_benz,None,45886,1
1699,control,limousine,1999,None,75,astra,150000,12,benzin,opel,None,26817,6
3400,test,bus,2003,manuell,100,touran,150000,0,diesel,volkswagen,None,41061,17
200,control,None,2009,None,0,None,10000,0,None,sonstige_autos,None,6493,3
1600,test,kombi,1999,manuell,0,None,150000,6,benzin,bmw,nein,41199,15
350,test,None,2017,None,0,corsa,150000,0,benzin,opel,None,26655,0
3999,control,None,2017,manuell,85,transporter,150000,10,diesel,volkswagen,None,50321,1
2500,control,cabrio,1999,manuell,88,3_reihe,150000,6,benzin,peugeot,None,65624,32
1650,control,None,2017,manuell,0,seicento,60000,5,benzin,fiat,nein,91315,2
None,control,None,2005,None,0,polo,150000,0,benzin,volkswagen,None,35392,1
3550,test,limousine,1993,manuell,0,andere,125000,11,benzin,chevrolet,None,54634,5
500,control,kleinwagen,1996,manuell,45,corsa,70000,4,benzin,opel,None,8496,4
950,control,kleinwagen,1997,manuell,0,golf,150000,6,None,volkswagen,nein,53639,13
5500,test,kleinwagen,2012,manuell,68,None,40000,12,None,peugeot,nein,24536,13
1050,test,None,2018,None,0,golf,150000,0,None,volkswagen,None,53567,26
6250,test,limousine,2003,None,299,a6,150000,3,benzin,audi,None,49733,2
10000,control,bus,1976,None,0,transporter,5000,0,benzin,volkswagen,None,73479,2
300,control,kleinwagen,2001,manuell,0,None,150000,5,benzin,peugeot,ja,84579,2
49500,test,cabrio,2013,None,0,None,10000,6,benzin,sonstige_autos,nein,79774,2
1200,control,None,2016,manuell,75,modus,150000,0,benzin,renault,ja,47546,0
1480,test,cabrio,2000,manuell,74,golf,150000,6,benzin,volkswagen,None,19246,15
4850,control,kleinwagen,2010,manuell,77,i_reihe,100000,12,benzin,hyundai,None,65936,2
2950,test,kleinwagen,2004,manuell,54,polo,90000,12,benzin,volkswagen,None,41812,1
400,test,None,2017,manuell,65,corsa,150000,3,benzin,opel,ja,56479,4
3400,control,None,2018,None,0,astra,150000,8,benzin,opel,nein,44789,11
2350,test,None,2006,None,0,c1,5000,0,andere,citroen,None,26123,13
6250,control,None,2016,manuell,310,astra,150000,0,None,opel,None,58809,2
2750,control,cabrio,2001,manuell,147,astra,150000,9,benzin,opel,None,44359,22
2700,test,limousine,1992,automatik,220,e_klasse,150000,12,benzin,mercedes_benz,None,71706,5
None,control,None,2000,None,75,golf,90000,3,benzin,volkswagen,None,78588,8
4500,control,None,2016,None,0,fox,60000,10,None,volkswagen,None,41466,29
None,control,cabrio,1959,automatik,295,andere,90000,7,benzin,chevrolet,nein,94032,16
13950,control,andere,2011,manuell,140,None,60000,11,diesel,alfa_romeo,nein,86830,11
3400,control,limousine,2002,automatik,193,5er,150000,12,diesel,bmw,None,24143,8
None,test,None,1985,None,0,3er,150000,0,None,bmw,None,85051,0
120,test,kleinwagen,1995,manuell,0,polo,150000,0,benzin,volkswagen,None,68309,0
650,test,kombi,2000,manuell,75,caddy,150000,6,diesel,volkswagen,None,38259,0
3200,control,cabrio,2001,manuell,150,spider,150000,6,None,alfa_romeo,None,24939,10
1299,control,None,2016,manuell,75,astra,150000,5,None,opel,nein,59425,0
3950,test,kleinwagen,2004,automatik,5,None,70000,5,diesel,sonstige_autos,nein,90562,14
1300,control,None,2017,manuell,150,None,150000,10,None,volkswagen,nein,70374,9
5800,control,bus,2007,manuell,105,None,150000,11,diesel,volkswagen,ja,31319,2
3000,control,None,2016,manuell,0,c_max,150000,3,diesel,ford,None,16348,6
1950,control,None,2017,manuell,0,None,150000,7,benzin,volkswagen,nein,70376,6
4300,control,kombi,2003,automatik,179,a6,150000,5,None,audi,None,21149,2
250,test,kleinwagen,1994,manuell,102,3er,150000,0,benzin,bmw,None,52393,4
1200,control,kleinwagen,2002,manuell,90,3_reihe,150000,4,benzin,mazda,None,6132,4
5250,control,None,2017,manuell,84,ibiza,70000,4,None,seat,nein,99762,1
14500,control,limousine,2009,manuell,160,a3,70000,3,benzin,audi,None,73525,21
1950,control,None,2016,manuell,0,2_reihe,150000,10,benzin,peugeot,nein,44141,2
None,test,None,2016,automatik,197,3er,150000,12,diesel,bmw,nein,99867,1
2250,control,kleinwagen,2006,None,61,fortwo,80000,11,benzin,smart,nein,66907,0
None,control,None,1990,None,0,3er,5000,0,None,bmw,None,59073,2
890,control,kombi,2002,manuell,101,vectra,150000,4,diesel,opel,None,82054,7
None,control,None,2000,manuell,0,None,150000,0,None,audi,ja,72514,5
350,test,kleinwagen,1989,manuell,45,andere,150000,2,benzin,fiat,None,33098,3
700,test,kleinwagen,1994,manuell,75,1_reihe,125000,3,benzin,mazda,None,56072,4
5500,control,limousine,2006,manuell,90,c4,80000,5,benzin,citroen,None,52066,3
4290,test,cabrio,2006,manuell,109,2_reihe,90000,4,benzin,peugeot,None,22549,3
700,test,kleinwagen,2000,manuell,0,2_reihe,150000,5,benzin,peugeot,None,12529,21
899,control,None,2018,automatik,101,3_reihe,150000,6,None,peugeot,nein,34359,7
6500,control,kombi,2009,manuell,140,passat,150000,11,diesel,volkswagen,None,58093,15
1699,test,kombi,1998,manuell,0,5er,150000,7,diesel,bmw,None,51145,21
4400,test,None,2017,manuell,95,a_klasse,125000,0,benzin,mercedes_benz,nein,42489,6
2700,control,None,2018,automatik,0,e_klasse,150000,8,diesel,mercedes_benz,None,9113,12
None,test,None,2000,None,0,None,150000,0,None,volvo,None,25524,0
None,control,None,2005,manuell,136,None,100000,10,None,toyota,None,86163,1
150,control,None,2016,manuell,50,polo,150000,0,None,volkswagen,ja,26603,9
4600,test,None,2017,automatik,184,3er,150000,5,None,bmw,None,57334,4
2100,control,kleinwagen,2004,manuell,83,andere,150000,2,benzin,suzuki,None,50169,25
2600,control,None,2005,None,0,None,125000,0,None,chevrolet,None,94315,22
4550,test,None,2016,manuell,101,golf,150000,8,diesel,volkswagen,nein,52062,7
200,control,None,1995,manuell,55,golf,150000,0,benzin,volkswagen,None,6842,21
2800,control,kombi,2005,None,0,touran,150000,11,diesel,volkswagen,nein,39167,0
None,test,None,1985,None,0,None,150000,11,None,trabant,None,69120,1
None,control,limousine,1998,automatik,230,None,150000,10,benzin,saab,None,71691,1
2099,control,None,2017,None,184,andere,150000,0,None,bmw,None,63069,20
150,test,None,2016,manuell,0,corsa,150000,5,None,opel,ja,39118,5
3499,test,limousine,2004,automatik,140,4_reihe,30000,10,None,peugeot,ja,50739,15
None,test,limousine,1996,manuell,170,5er,150000,0,benzin,bmw,nein,48529,0
3200,control,kleinwagen,2005,None,0,a4,150000,0,diesel,audi,None,60314,0
150,test,kleinwagen,1996,manuell,0,polo,150000,0,None,volkswagen,None,27305,5
16299,control,limousine,2010,automatik,239,a5,150000,6,diesel,audi,None,82278,8
1500,control,None,2018,manuell,0,3er,150000,0,benzin,bmw,None,66629,11
3800,test,cabrio,2005,manuell,109,None,100000,12,benzin,peugeot,None,46049,26
None,control,limousine,1997,manuell,0,3er,150000,0,benzin,bmw,None,10319,17
990,control,kombi,1997,manuell,101,golf,150000,7,benzin,volkswagen,None,84364,10
700,control,kleinwagen,2001,manuell,75,golf,150000,1,benzin,volkswagen,None,22047,0
8500,test,None,2017,manuell,0,500,60000,9,benzin,fiat,None,85452,0
12000,control,None,2016,manuell,105,golf,70000,6,None,volkswagen,nein,64823,3
800,test,limousine,1998,manuell,109,3er,150000,3,benzin,bmw,None,25337,0
1500,test,kleinwagen,1996,None,0,golf,80000,2,benzin,volkswagen,None,7987,8
450,control,andere,1996,manuell,0,combo,150000,0,diesel,opel,None,63594,0
1100,control,kombi,1998,manuell,120,laguna,150000,0,None,renault,ja,34519,7
1899,test,kleinwagen,1999,manuell,0,lupo,90000,7,None,volkswagen,nein,17506,2
2000,test,kombi,2003,manuell,130,ptcruiser,150000,12,diesel,chrysler,None,78661,1
None,test,limousine,1998,manuell,75,polo,150000,0,benzin,volkswagen,ja,68766,2
1600,test,kleinwagen,2002,manuell,64,None,150000,2,benzin,volkswagen,nein,4552,0
2999,control,limousine,1999,automatik,105,3er,150000,8,None,bmw,nein,25335,4
None,control,None,1111,None,0,None,5000,0,None,opel,None,44628,4
8799,control,kleinwagen,2014,manuell,87,i_reihe,30000,8,benzin,hyundai,None,96486,8
970,test,limousine,2001,manuell,88,andere,150000,1,benzin,kia,None,13088,1
5900,test,None,2017,manuell,116,cooper,125000,11,benzin,mini,None,50259,0
7400,test,cabrio,2003,automatik,192,None,150000,8,None,bmw,nein,71067,5
1850,control,kleinwagen,2003,manuell,0,andere,100000,1,benzin,peugeot,None,66809,25
7990,test,None,2017,manuell,109,i_reihe,80000,12,benzin,hyundai,None,49186,6
1650,control,None,2017,manuell,60,corsa,125000,7,None,opel,None,95359,23
14800,test,suv,2011,manuell,0,x_reihe,100000,0,diesel,bmw,None,56288,3
2200,test,limousine,1995,automatik,299,None,150000,5,None,audi,ja,74182,9
10100,control,None,2009,automatik,143,1er,150000,0,None,bmw,nein,55218,4
1750,test,None,2016,manuell,116,galaxy,150000,3,diesel,ford,ja,58513,4
1900,control,limousine,2000,manuell,125,None,150000,5,benzin,mitsubishi,nein,14943,1
15000,test,coupe,1971,None,0,None,5000,4,None,sonstige_autos,nein,51145,8
2300,control,limousine,2004,None,0,3er,150000,8,diesel,bmw,nein,61440,0
1000,control,None,2016,None,0,astra,150000,3,benzin,opel,None,44147,3
1849,test,kombi,1997,manuell,193,a4,150000,1,benzin,audi,None,91301,6
9900,test,suv,2000,automatik,250,None,150000,4,lpg,sonstige_autos,nein,17309,6
950,control,limousine,2002,None,0,punto,90000,10,None,fiat,None,33729,14
500,test,bus,2001,automatik,188,andere,150000,0,benzin,chevrolet,None,88690,4
250,control,None,2000,None,0,transporter,5000,0,None,volkswagen,None,7407,16
5900,control,kombi,2004,manuell,150,None,150000,2,diesel,mercedes_benz,nein,58089,3
2500,test,limousine,2001,manuell,0,a2,150000,1,diesel,audi,None,24329,6
1299,test,limousine,1999,automatik,102,a_klasse,150000,7,benzin,mercedes_benz,None,40880,20
3900,test,None,2016,manuell,0,andere,90000,10,benzin,nissan,nein,45883,4
4200,control,kleinwagen,2003,manuell,90,one,150000,0,benzin,mini,None,26524,9
5500,control,kleinwagen,2007,manuell,75,None,100000,10,benzin,renault,None,17034,1
400,test,None,2016,manuell,0,kangoo,150000,0,diesel,renault,ja,70629,4
1100,control,None,2017,None,0,a3,150000,5,None,audi,None,75382,1
6200,test,kleinwagen,2009,None,68,andere,30000,0,None,toyota,nein,85399,24
3500,control,None,2005,None,125,zafira,30000,0,diesel,opel,None,35789,2
6999,test,limousine,2010,automatik,186,None,125000,4,benzin,sonstige_autos,nein,81929,6
1690,control,kleinwagen,2000,automatik,0,None,125000,12,benzin,smart,nein,25421,12
480,test,None,2016,None,0,fiesta,150000,0,None,ford,None,50127,19
11500,control,limousine,2006,automatik,129,1er,90000,3,benzin,bmw,None,74072,2
550,control,kleinwagen,2001,manuell,0,twingo,150000,1,benzin,renault,None,67061,2
150,test,kleinwagen,1993,manuell,0,twingo,150000,9,None,renault,ja,78224,4
20200,test,kombi,2013,automatik,200,mondeo,70000,0,diesel,ford,None,51674,6
3100,control,limousine,2004,manuell,101,polo,150000,8,None,volkswagen,nein,12627,11
5000,control,limousine,2006,manuell,185,159,125000,12,None,alfa_romeo,nein,56070,0
None,control,kleinwagen,2005,manuell,75,2_reihe,150000,0,benzin,peugeot,None,50374,31
480,control,kleinwagen,2001,manuell,75,andere,150000,12,benzin,mazda,None,26629,0
350,control,limousine,1999,manuell,120,andere,125000,7,None,hyundai,None,87616,0
1290,control,bus,2001,manuell,101,transit,5000,6,diesel,ford,None,35435,4
4900,control,None,2017,manuell,150,3er,150000,1,None,bmw,nein,45136,29
800,test,kombi,1998,manuell,100,vectra,150000,8,benzin,opel,None,8468,6
9000,control,None,2016,manuell,122,1er,80000,12,benzin,bmw,nein,34329,1
350,test,kleinwagen,1997,manuell,65,ka,150000,11,benzin,ford,None,10965,0
8400,test,None,2009,manuell,0,qashqai,150000,0,diesel,nissan,None,32425,1
450,control,None,2005,manuell,58,twingo,125000,0,benzin,renault,None,24103,8
13500,control,bus,2010,manuell,140,touran,70000,1,None,volkswagen,None,36145,16
1200,test,None,2016,manuell,115,None,20000,0,benzin,nissan,nein,41334,0
550,control,kleinwagen,1995,manuell,45,polo,5000,5,benzin,volkswagen,None,45309,0
999,test,limousine,1995,manuell,192,None,150000,5,benzin,mercedes_benz,None,91580,2
950,control,coupe,1998,manuell,75,astra,150000,7,benzin,opel,None,73431,21
3500,test,None,2016,manuell,64,polo,100000,9,benzin,volkswagen,nein,52353,8
None,control,None,2000,None,0,astra,5000,0,benzin,opel,None,47169,9
2200,test,limousine,2003,None,0,a2,150000,11,diesel,audi,nein,52393,0
2500,control,kleinwagen,2000,manuell,150,golf,150000,3,benzin,volkswagen,None,73579,0
250,test,None,2017,manuell,59,ka,125000,4,benzin,ford,ja,78120,13
1200,control,limousine,2000,manuell,95,carisma,150000,5,benzin,mitsubishi,None,49696,10
4799,control,None,2017,manuell,143,3er,150000,6,benzin,bmw,nein,74632,9
398,test,kombi,1996,manuell,116,omega,150000,6,benzin,opel,None,90513,14
4000,test,limousine,1999,automatik,0,s_klasse,150000,0,benzin,mercedes_benz,None,41236,14
3950,control,None,2007,manuell,0,corsa,150000,11,None,opel,nein,52372,14
None,control,None,2017,manuell,105,golf,150000,0,benzin,volkswagen,None,39218,1
750,control,kombi,2000,manuell,0,focus,150000,5,benzin,ford,None,28832,9
2549,test,andere,1998,manuell,150,golf,150000,7,benzin,volkswagen,None,38112,17
600,test,None,2000,manuell,86,lanos,125000,0,benzin,daewoo,nein,18181,19
300,test,kleinwagen,1996,manuell,55,micra,150000,2,None,nissan,None,49716,9
550,test,limousine,1993,manuell,122,c_klasse,150000,10,benzin,mercedes_benz,None,44143,3
4800,control,None,2017,automatik,110,transporter,150000,0,benzin,volkswagen,None,10315,21
1000,control,coupe,1998,manuell,102,3er,150000,0,benzin,bmw,None,34123,4
None,test,kombi,2009,manuell,170,a6,150000,1,diesel,audi,ja,79822,0
380,test,None,2016,manuell,54,None,100000,0,benzin,skoda,ja,3046,0
5499,control,None,2016,manuell,150,3er,125000,4,None,bmw,nein,97688,0
200,control,limousine,1995,manuell,102,3er,150000,8,benzin,bmw,None,6667,0
300,test,None,2016,manuell,140,None,150000,0,benzin,bmw,None,57489,4
2999,test,None,2017,automatik,0,None,150000,2,diesel,volkswagen,ja,35792,0
1800,test,None,2017,manuell,60,punto,125000,12,benzin,fiat,None,59425,0
800,control,limousine,1996,None,150,c_klasse,150000,8,benzin,mercedes_benz,nein,64546,30
8790,control,None,2018,manuell,0,ibiza,40000,1,diesel,seat,nein,44329,26
3900,test,cabrio,1998,manuell,150,3er,150000,3,benzin,bmw,None,35108,19
250,control,kleinwagen,1993,manuell,0,None,150000,1,benzin,volkswagen,ja,29331,6
None,test,None,2016,None,0,andere,150000,10,diesel,citroen,None,28832,9
4100,test,kombi,2004,automatik,131,passat,150000,3,diesel,volkswagen,None,87766,18
1600,control,kleinwagen,2001,manuell,51,2_reihe,150000,0,diesel,peugeot,None,24837,1
None,control,None,1990,manuell,0,andere,150000,0,None,porsche,None,65843,32
4500,control,limousine,2007,manuell,163,3er,150000,7,diesel,bmw,None,26135,0
1450,control,None,2016,manuell,75,None,150000,10,benzin,volkswagen,nein,24109,6
250,test,kleinwagen,1998,manuell,60,None,100000,0,None,ford,None,21354,0
1099,test,kleinwagen,2001,manuell,80,punto,150000,4,diesel,fiat,None,22117,3
3100,test,andere,2001,manuell,90,None,70000,7,diesel,kia,nein,39218,11
9800,test,kombi,2006,manuell,0,1er,150000,10,None,bmw,nein,51469,2
1300,control,kombi,1996,manuell,75,golf,150000,12,None,volkswagen,nein,1809,2
1450,control,kleinwagen,2003,manuell,0,None,125000,0,benzin,nissan,None,60386,1
2000,test,None,2016,manuell,59,polo,100000,0,benzin,volkswagen,ja,22047,0
1599,control,None,2017,manuell,0,None,150000,0,benzin,suzuki,nein,97714,2
650,control,kleinwagen,2002,None,0,kalos,20000,8,None,daewoo,nein,8371,0
16700,test,kombi,2013,None,140,superb,60000,6,diesel,skoda,nein,42549,5
2000,control,kleinwagen,1999,manuell,90,civic,150000,0,None,honda,nein,34621,6
None,test,kleinwagen,1997,manuell,53,swift,150000,7,benzin,suzuki,nein,14542,2
14000,test,kombi,2013,manuell,99,i_reihe,30000,5,benzin,hyundai,None,49824,2
150,test,None,2016,manuell,0,megane,150000,0,benzin,renault,None,26871,2
None,control,kleinwagen,2000,manuell,0,corsa,150000,5,benzin,opel,nein,26215,0
None,test,coupe,2010,manuell,435,911,20000,3,benzin,porsche,nein,71159,12
2600,test,None,2017,automatik,101,passat,150000,4,diesel,volkswagen,None,61197,4
6500,test,bus,1995,manuell,68,transporter,150000,3,None,volkswagen,nein,84072,6
1799,control,kleinwagen,2003,manuell,82,clio,150000,5,None,renault,ja,27729,18
250,control,None,2000,None,60,fiesta,60000,0,None,ford,None,47475,1
1000,control,kombi,2000,automatik,170,e_klasse,150000,11,benzin,mercedes_benz,None,41352,7
130,test,kleinwagen,1996,manuell,45,polo,150000,0,benzin,volkswagen,None,48607,1
None,test,kombi,1998,manuell,136,omega,150000,0,benzin,opel,nein,57614,5
None,test,None,1990,None,0,3er,150000,0,None,bmw,None,66822,4
2000,test,None,2018,None,0,twingo,90000,0,benzin,renault,None,37688,5
3100,test,kombi,2008,None,0,caddy,150000,11,diesel,volkswagen,nein,50321,0
13200,test,kombi,2010,manuell,143,a4,150000,12,diesel,audi,None,33607,2
1250,test,kombi,2001,manuell,129,avensis,150000,9,benzin,toyota,None,15566,0
500,control,limousine,2010,manuell,101,None,70000,1,benzin,sonstige_autos,ja,76829,6
None,test,kleinwagen,1995,manuell,90,None,125000,0,benzin,volkswagen,nein,35287,0
1150,control,None,2017,manuell,107,scenic,150000,7,None,renault,None,47169,24
999,control,kleinwagen,2000,manuell,43,twingo,150000,2,benzin,renault,None,33719,11
650,control,kleinwagen,1996,manuell,60,polo,150000,5,benzin,volkswagen,None,47918,8
3900,test,kombi,1990,manuell,0,None,30000,5,benzin,sonstige_autos,None,15345,5
None,control,kleinwagen,1997,manuell,75,None,150000,7,benzin,peugeot,None,66424,2
300,control,limousine,1991,None,75,golf,150000,7,benzin,volkswagen,None,93455,8
750,control,kleinwagen,1990,manuell,90,None,150000,4,benzin,ford,ja,29525,5
7000,control,None,2016,manuell,90,i_reihe,90000,4,None,hyundai,nein,48432,7
8500,control,None,2016,manuell,177,1er,150000,7,None,bmw,nein,32791,5
6500,control,andere,1973,None,54,andere,50000,0,None,volkswagen,nein,36433,5
None,control,cabrio,1998,manuell,110,mx_reihe,150000,11,None,mazda,ja,89312,22
